Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Anti-bacteria Filter,Dust Filter,Auto Restart,Other Convenience Features,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic 1.5 Ton 3 Star Split Inverter AC  - White  (CS/CU-RU18VKYTW Inverter R32, Copper Condenser)",https://www.flipkart.com/panasonic-1-5-ton-3-star-split-inverter-ac-white/p/itmfb49kht9xxtfn?pid=ACNFB49GWTEDCMHW&lid=LSTACNFB49GWTEDCMHWBLXFQO&marketplace=FLIPKART&srno=b_6_129&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFB49GWTEDCMHW.SEARCH&ssid=sccgyoyfk00000001585503521549,51500,1 Indoor UnitInstallation KitService Manual1 Outdoor UnitRemote,Panasonic,CS/CU-RU18VKYTW Inverter R32,Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5050 W,Inverter,Yes,Yes,R32,Copper,87 cm x 29 cm x 20.4 cm,9 kg,78 cm x 55.7 cm x 24.1 cm,27 kg,No,Yes,Yes,"Twin Cool Inverter, Stabilizer Free Operation (145V - 285V), PM 2.5 Filter",AC 230 V,1630 W,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,,,
"Mitashi 1 Ton 5 Star Split Inverter AC  - White  (MiSAC105INv35, Copper Condenser)",https://www.flipkart.com/mitashi-1-ton-5-star-split-inverter-ac-white/p/itmf2vpykcgjase2?pid=ACNF2FHHCJG7XMGW&lid=LSTACNF2FHHCJG7XMGWEDZ3XM&marketplace=FLIPKART&srno=b_6_130&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF2FHHCJG7XMGW.SEARCH&ssid=sccgyoyfk00000001585503521549,36788,AAA Batteries Installation Plate and Screws1 Outdoor Unit 1 Indoor UnitWarranty CardInstruction Manual Installation and Service GuidePiping Remote Control,Mitashi,MiSAC105INv35,Split,1 Ton,5 Star BEE Rating,2018,White,3500 W,Rotary,Yes,Yes,Copper,790 mm x 200 mm x 270 mm,14 kg,910 mm x 650 mm x 368 mm,42 kg,Outdoor Gross Weight: 42 kg,4.55 W/W,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",860 W,,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Temperature Indicator,Air Circulation,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Other Filter Features,Auto Restart,Power Requirement,Power Consumption,Operating Current,,,,,,,,,,,,,,,,,,,
"Panasonic 1 Ton 5 Star Split Inverter AC  - White  (CS/CU-TS12SKY, Copper Condenser)",https://www.flipkart.com/panasonic-1-ton-5-star-split-inverter-ac-white/p/itmf3rwhfcv2qz9k?pid=ACNF3RWHSCCYGAHS&lid=LSTACNF3RWHSCCYGAHS18SOBT&marketplace=FLIPKART&srno=b_6_131&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF3RWHSCCYGAHS.SEARCH&ssid=sccgyoyfk00000001585503521549,53100,Operating Manual1 AC UnitRemote,Panasonic,CS/CU-TS12SKY,Split,1 Ton,5 Star BEE Rating,2018,White,3400 W,Rotary,Yes,Yes,R-410A,Inverter AC,Copper,1070 mm x 240 mm x 23.6 cm,9 kg,824 mm x 619 mm x 299 mm,31 kg,No,445 CFM,Yes,Yes,No,2.5PM Filter,Yes,"AC 220 - 240 V, 50 Hz",820 W,3.8 A,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Panel Display,Turbo Mode,ISEER,Auto Air Swing,Air Flow Direction,Anti-bacteria Filter,Dust Filter,Auto Restart,Sleep Mode,Power Requirement,Power Consumption,Other Power Features,,,,,,,,,,,,,,,,,,
"LG 1.5 Ton 3 Star Split Inverter AC  - White  (JS-Q18CPXD2, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-inverter-ac-white/p/itmffrphx2am2hrp?pid=ACNFFRPHYXGKXUMB&lid=LSTACNFFRPHYXGKXUMBIHLUUG&marketplace=FLIPKART&srno=b_6_132&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFFRPHYXGKXUMB.SEARCH&ssid=sccgyoyfk00000001585503521549,49990,1 Indoor Unit 1 Outdoor Unit,LG,JS-Q18CPXD2,Split,1.5 Ton,3 Star BEE Rating,2018,White,5187 W,Dual Rotary,Yes,R-410A,Copper,109 cm x 30 cm x 21.8 cm,12 kg,81 cm x 56.8 cm x 27 cm,32 kg,Outdoor Gross Weight: 36 kg,Yes,Yes,3.68 W/W,Yes,2 way,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1840 W,"Ocean Black,Low refrigerant detection, Monsoon Comfort,Self Digonostics",,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lloyd 1.5 Ton 3 Star Split AC  - White  (LS18B32MX, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-ac-white/p/itmfdptgra2udnwp?pid=ACNFEZ7YP77HQAGS&lid=LSTACNFEZ7YP77HQAGS3ARWUX&marketplace=FLIPKART&srno=b_6_133&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFEZ7YP77HQAGS.SEARCH&ssid=sccgyoyfk00000001585503521549,40000,1 Indoor UnitOperating Manual1 Outdoor UnitRemote,Lloyd,LS18B32MX,Split,1.5 Ton,3 Star BEE Rating,2018,White,5100 W,Rotary,Yes,Yes,Copper,1000 mm x 230 mm x 295 mm,14 kg,780 mm x 557 mm x 241 mm,34 kg,Yes,Yes,Yes,AC 230 V,1700 W,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Indoor Temperature Indicator,Turbo Mode,ISEER,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,
"Daikin 1.8 Ton 4 Star Split Inverter AC  - White  (FTKP60TV16U/RKP60TV16U, Copper Condenser)",https://www.flipkart.com/daikin-1-8-ton-4-star-split-inverter-ac-white/p/itmfbgttqnw2fwyy?pid=ACNFBGTTUJWKSHHB&lid=LSTACNFBGTTUJWKSHHBYZCI9I&marketplace=FLIPKART&srno=b_6_134&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFBGTTUJWKSHHB.SEARCH&ssid=sccgyoyfk00000001585503521549,68100,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, 3 Manuals, Warranty Card",Daikin,FTKP60TV16U/RKP60TV16U,Split,1.8 Ton,4 Star BEE Rating,2018,White,6000 W,Neo Swing Compressor,No,Yes,R32,Inverter,Copper,88.5 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,43 kg,High - 38 dB,No,Yes,4.17 W/W,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1890 W,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Panel Display,Turbo Mode,Air Flow Direction,Other Air Flow Features,Dust Filter,Other Filter Features,Auto Restart,Timer,Sleep Mode,Self Diagnosis,Additional Features,Power Requirement,Other Power Features,Night Glow Buttons on Remote,Other Remote Control Features,,,,,,,,,,,,,,,
"Voltas 1 Ton 4 Star Split Inverter AC  - White  (124VSZS (R-410A)/124VSZS 2 (R-410A), Copper Condenser)",https://www.flipkart.com/voltas-1-ton-4-star-split-inverter-ac-white/p/itmf2425sryjqngy?pid=ACNF2425WMJ8BGPF&lid=LSTACNF2425WMJ8BGPFAZCCQL&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fabm%2Fc54&srno=b_6_135&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF2425WMJ8BGPF.SEARCH&ssid=sccgyoyfk00000001585503521549,48290,1 Indoor Unit 1 Outdoor Unit,Voltas,124VSZS (R-410A)/124VSZS 2 (R-410A),Split,1 Ton,4 Star BEE Rating,2018,White,3550 W,High EER Rotary - BLDC,Yes,R410A,Copper,990 mm x 315 mm x 242 mm,13 Kg,835 mm x 555 mm x 295 mm,29 Kg,Connecting Pipe: Cu - Cu (1/2 and 1/4 inch),LED,Yes,Cross Flow,Air Flow Volume - Indoor: 850 CMH,Yes,Catechin Filter,Yes,Yes,Yes,Yes,Indoor Noise Level: 46 dB IDU Fin: Hydrophylic Aluminium (Blue),"AC 230 V, 50 Hz",Wide Operating Voltage Range: 150 - 270 V,Yes,Operation: LCD Remote,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Indoor Noise Level,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,Other Power Features,,,,,,,,,,,,,,,,,,,,,
"Onida 1.5 Ton 3 Star Split Inverter AC  - White  (IR183IRS, Copper Condenser)",https://www.flipkart.com/onida-1-5-ton-3-star-split-inverter-ac-white/p/itmf49kqgjn3f53t?pid=ACNF49KQNRQZHXXH&lid=LSTACNF49KQNRQZHXXHXAKNV7&marketplace=FLIPKART&srno=b_6_136&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF49KQNRQZHXXH.SEARCH&ssid=sccgyoyfk00000001585503521549,49390,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Onida,IR183IRS,Split,1.5 Ton,3 Star BEE Rating,2018,White,5200 W,Rotary,No,Yes,R-32,Copper,970 mm x 315 mm x 235 mm,11 kg,860 mm x 545 mm x 315 mm,31.5 kg,"Indoor Gross Weight: 13.5 kg, Outdoor Gross Weight: 34 kg",Low - 36 dB,3.58 W/W,Yes,Yes,No,"AC 230 V, 50 Hz",1850 W,Cooling Capacity Range: 1100 - 6000 W,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,ISEER,Auto Air Swing,Air Flow Direction,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,
"Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White  (LS18I35JA, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itm773fa9d3cc6f8?pid=ACNFDGF8ACBPKEG2&lid=LSTACNFDGF8ACBPKEG2H7VLP4&marketplace=FLIPKART&srno=b_6_137&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFDGF8ACBPKEG2.SEARCH&ssid=sccgyoyfk00000001585503521549,60990,1 Indoor UnitWarranty CardInter Connecting Pipe1 User Manual1 Outdoor UnitConnecting WireRemote,Lloyd,LS18I35JA,Split,1.5 Ton,3 Star BEE Rating,2018,White,No,5100 W,Rotary,Yes,Yes,R32,Copper,94 cm x 31.6 cm x 22 cm,13.3 kg,80 cm x 54.5 cm x 31.5 cm,31.4 kg,3.55 W/W,Yes,Smart Four Way Swing,Yes,Yes,Yes,"AC 230 V, 50 Hz",1450 W,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Temperature Indicator,Turbo Mode,Stepped Louvers,Air Circulation,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Deodorizing Filter,Other Filter Features,Auto Restart,Timer,Quiet Mode,Sleep Mode,Memory Feature,Emergency Operational Button,Power Requirement,Power Consumption,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,,,,,,,
"Whirlpool 1 Ton 3 Star Split AC  - White, Gold  (SAR12L39MC0, Copper Condenser)",https://www.flipkart.com/whirlpool-1-ton-3-star-split-ac-white-gold/p/itmffdw8mm5rkred?pid=ACNFFDW8AUZV6MAH&lid=LSTACNFFDW8AUZV6MAHSFDBRV&marketplace=FLIPKART&srno=b_6_138&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFFDW8AUZV6MAH.SEARCH&ssid=sccgyoyfk00000001585503521549,39400,1 Indoor UnitWireRemote Control2 AAA BatteriesUser ManualSet Installation Plates and Screws1 Outdoor Unit,Whirlpool,SAR12L39MC0,Split,1 Ton,3 Star BEE Rating,2019,"White, Gold",COPR 3S,No,3580 W,Rotary,No,Yes,R32,Copper,90 cm x 29.1 cm x 22 cm,9.3 kg,78 cm x 54.2 cm x 25.6 cm,26 kg,Yes,Yes,Yes,760 CMH,No,Yes,Yes,No,No,"Energy Saver, Magic Cool",Yes,Yes,No,Yes,Yes,Yes,"AC 230 V, 50 Hz",1235 W,No,Yes,2 AAA Batteries,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Auto Air Swing,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Auto Restart,Timer,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Additional Features,Power Requirement,Power Consumption,Operating Current,Battery Type,Other Remote Control Features,,,,,
"Godrej 1 Ton 5 Star Split Inverter AC  - White  (GIC 12YTC5-WTA, Copper Condenser)",https://www.flipkart.com/godrej-1-ton-5-star-split-inverter-ac-white/p/itma20e654031608?pid=ACNFZ9T3DYDFBNSH&lid=LSTACNFZ9T3DYDFBNSHSJEX7W&marketplace=FLIPKART&srno=b_6_139&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFZ9T3DYDFBNSH.SEARCH&ssid=sccgyoyfk00000001585503521549,47900,1 Indoor Unit1 Outdoor UnitUser Manual2 BatteriesRemote,Godrej,GIC 12YTC5-WTA,Split,1 Ton,5 Star BEE Rating,2020,White,3500 W,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",Copper,91 cm x 29.4 cm x 20.6 cm,10 kg,55.2 cm x 75.4 cm x 30 cm,26 kg,"High - 45 dB, Low - 32 dB",Hidden Display,Yes,Yes,4.53 W/W,Anti-Corrosive Blue Fin,Anti-Corrosive Blue Fins,Yes,"Blow, Anti Fungal, Self Clean",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Precise Cooling, Power Saving","AC 230 V, 50 Hz",598.25 W,4.5 A,2,LCD With Backlight,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Compressor,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Panel Display,Turbo Mode,ISEER,Air Flow Direction,Other Air Flow Features,Dust Filter,Other Filter Features,Auto Restart,Timer,Sleep Mode,Self Diagnosis,Additional Features,Power Requirement,Other Power Features,Night Glow Buttons on Remote,Other Remote Control Features,,,,,,,,,,,,,,,
"Voltas 1.5 Ton 5 Star Split Inverter AC  - White  (185VDZV(R-410A)/ 185VDZV 2 (R-410A), Copper Condenser)",https://www.flipkart.com/voltas-1-5-ton-5-star-split-inverter-ac-white/p/itmf2425fpcfbtjq?pid=ACNF2425R9HGZXSE&lid=LSTACNF2425R9HGZXSEHYPKZQ&marketplace=FLIPKART&srno=b_6_140&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF2425R9HGZXSE.SEARCH&ssid=sccgyoyfk00000001585503521549,66490,Connecting Tube Remote1 Indoor Unit 1 Outdoor Unit,Voltas,185VDZV(R-410A)/ 185VDZV 2 (R-410A),Split,1.5 Ton,5 Star BEE Rating,2018,White,High EER Twin Rotary - BLDC,Yes,R410A,Copper,1080 mm x 335 mm x 228 mm,15.2 kg,915 mm x 705 mm x 355 mm,42 kg,"Connecting Pipe: Cu - Cu (1/2 and 1/4 inch), Connecting Cable: 3 m, Indoor Unit Gross Weight: 18.2 kg",LED,Yes,4.55 W/W,Cross Flow,Air Flow Volume - Indoor: 1150 CMH,Yes,Catalyst Filter,Yes,Yes,Yes,Yes,LED Display Indoor Noise Level: 39 dBAnti Fungal Dual Temperature DisplayIDU Fin: Hydrophylic Aluminium (Blue) Inner Grooved Copper Tubes,"AC 230 V, 50 Hz","Full Load Capacity: 5200 W, Wide Operating Voltage Range: 150 - 270 V, Full Load Power: 1345 W",Yes,"Lock, Operation: LCD Remote",,,,,,,,,,,,,,,
Name,URL,MRP,Brand,Model Name,Type,Capacity in Tons,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrier 1.5 Ton Split AC  - White  (AUSTRA NEO PLUS),https://www.flipkart.com/carrier-1-5-ton-split-ac-white/p/itm783b23e5a0b34?pid=ACNFJNFJTX5FZDZ3&lid=LSTACNFJNFJTX5FZDZ3NWKB8O&marketplace=FLIPKART&srno=b_6_141&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFJNFJTX5FZDZ3.SEARCH&ssid=sccgyoyfk00000001585503521549,56400,Carrier,AUSTRA NEO PLUS,Split,1.5 Ton,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Operating Modes,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Indoor Noise Level,ISEER,Other Performance Features,Other Body and Design Features,Auto Air Swing,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Deodorizing Filter,Other Filter Features,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Other Convenience Features,Power Requirement,Power Consumption,Operating Current,,,,,,,,
"Samsung 1 Ton 3 Star Split Inverter AC  - White  (AR12NV3HLTR, Alloy Condenser)",https://www.flipkart.com/samsung-1-ton-3-star-split-inverter-ac-white/p/itmfyxtthtrhn63n?pid=ACNFYXTTJ8MSNGCH&lid=LSTACNFYXTTJ8MSNGCHFDNTEA&marketplace=FLIPKART&srno=b_6_142&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNFYXTTJ8MSNGCH.SEARCH&ssid=sccgyoyfk00000001585503521549,40300,1 Indoor Unit 1 Outdoor Unit,Samsung,AR12NV3HLTR,Split,1 Ton,3 Star BEE Rating,2018,White,No,3200 W,8-Pole,Yes,Yes,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Alloy,890 mm x 285 mm x 227 mm,11 kg,720 mm x 548 mm x 265 mm,25 kg,"Outdoor Gross Weight: 25.5 kg, Indoor Gross Weight: 11 kg","High - 37 dB, Low - 21 dB",3.61 W/W,"Capacity (Cooling, Btu/hr) : 10919 Btu/hr",Type: Purista Pattern,Yes,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",Yes,Yes,No,No,"Auto Clean (Self Cleaning), Anti-Bacteria",Yes,Yes,No,Yes,Yes,"Auto Clean (Self Cleaning), Digital Display, Beep On / Off, 24-Hour Timer / Real Timer","AC 220 - 240 V, 50 Hz",1060 W,4.8 A,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Indoor Noise Level,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,Other Power Features,,,,,,,,,,,,,,,,,,,,,
"Onida 1.5 Ton 3 Star Split Inverter AC  - White  (IR183ONX, Copper Condenser)",https://www.flipkart.com/onida-1-5-ton-3-star-split-inverter-ac-white/p/itmf49kq2yhfwhf7?pid=ACNF49KQH7AHUCGW&lid=LSTACNF49KQH7AHUCGW5IK9LX&marketplace=FLIPKART&srno=b_6_143&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF49KQH7AHUCGW.SEARCH&ssid=sccgyoyfk00000001585503521549,47390,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Onida,IR183ONX,Split,1.5 Ton,3 Star BEE Rating,2018,White,5200 W,Rotary,No,Yes,R-32,Copper,970 mm x 315 mm x 235 mm,11 kg,860 mm x 545 mm x 315 mm,31.5 kg,"Indoor Gross Weight: 13.5 kg, Outdoor Gross Weight: 34 kg",Low - 36 dB,3.58 W/W,Yes,Yes,No,"AC 230 V, 50 Hz",1850 W,Cooling Capacity Range: 1100 - 6000 W,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Remote Control,Refrigerant,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,ISEER,Other Body and Design Features,Other Air Flow Features,Dust Filter,Sleep Mode,Self Diagnosis,Additional Features,Power Requirement,Other Power Features,,,,,,,,,,,,,,,,,,,,
"Lloyd 1.5 Ton 3 Star Split Inverter AC  - White  (LS18I31AF, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-white/p/itmf2umq6fmd6xkn?pid=ACNF2UMQFVYHZJUH&lid=LSTACNF2UMQFVYHZJUH2WCEEM&marketplace=FLIPKART&srno=b_6_144&otracker=browse&fm=organic&iid=21199d72-19da-409a-9d17-8cd304dd8032.ACNF2UMQFVYHZJUH.SEARCH&ssid=sccgyoyfk00000001585503521549,58990,1 AC Unit Remote Control,Lloyd,LS18I31AF,Split,1.5 Ton,3 Star BEE Rating,2017,White,5150 W,Rotary,Yes,R-410A,Inverter,Copper,97 cm x 22.4 cm x 30 cm,13.5 kg,89.9 cm x 59.6 cm x 37.8 kg,40 kg,Outdoor Gross Weight: 43.5 kg,3.59 W/W,"Coil Color: ODU - Bare, IDU - Blue",Air Flow: 800 CMH,Yes,Yes,Yes,Indoor Noise Level: 43 dB Hidden LED Display,"AC 230 V, 50 Hz",Input Current: 8 A,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Auto Air Swing,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Auto Restart,Timer,Sleep Mode,Memory Feature,Self Diagnosis,Additional Features,Power Requirement,Power Consumption,Operating Current,Battery Type,Other Remote Control Features,,,,,,
"Godrej 1.5 Ton 5 Star Split Inverter AC  - White  (GIC 18HTC5-WTA, Copper Condenser)",https://www.flipkart.com/godrej-1-5-ton-5-star-split-inverter-ac-white/p/itma37234b825af8?pid=ACNFZ9T3PMQKJMN3&lid=LSTACNFZ9T3PMQKJMN3PFDLO3&marketplace=FLIPKART&srno=b_7_145&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFZ9T3PMQKJMN3.SEARCH&ssid=pbcsmu8ekg0000001585503570744,54900,1 Indoor Unit1 Outdoor UnitUser Manual2 BatteriesRemote,Godrej,GIC 18HTC5-WTA,Split,1.5 Ton,5 Star BEE Rating,2020,White,5150 W,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",Copper,98.2 cm x 31.9 cm x 21.5 cm,12.5 kg,55.5 cm x 85.4 cm x 30 cm,26.8 kg,"High - 44 dB, Low - 34.5 dB",Hidden Display,Yes,Yes,4.6 W/W,Anti-Corrosive Gold Fin,Anti-Corrosive Blue Fins,Yes,"Blow, Anti Fungal, Self Clean",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Precise Cooling, Power Saving","AC 230 V, 50 Hz",865.83 W,6.6 A,2,LCD,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Indoor Temperature Indicator,Turbo Mode,ISEER,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,
