Name,URL,MRP,Brand,In_The_Box,Type,Model_Name,Capacity_in_Tons,Star_Rating,BEE_Rating_Year,Color,Cooling_and_Heating,Cooling_Capacity,Compressor,Dehumidification,Remote_Control,Refrigerant,Condenser_Coil,Indoor_W_x_H_x_D,Indoor_Unit_Weight,Outdoor_W_x_H_x_D,Outdoor_Unit_Weight,Indoor_Noise_Level,Indoor_Temperature_Indicator,Turbo_Mode,ISEER,Other_Performance_Features,Evaporator_in_Type,Condenser_Fin_Type,Stepped_Louvers,Auto_Air_Swing,Anti_bacteria_Filter,Dust_Filter,Active_Carbon_Filter,Deodorizing_Filter,Other_Filter_Features,Auto_Restart,Timer,Child_Lock,Quiet_Mode,Sleep_Mode,Memory_Feature,Self_Diagnosis,Emergency_Operational_Button,Power_Requirement,Power_Consumption,Night_Glow_Buttons_on_Remote,Battery_Type,Air_Circulation,Other_Remote_Control_Features,Operating_Modes,Technology_Used,Panel_Display,Cooling_Coverage_Area,Additional_Features,Operating_Current,Other_Body_and_Design_Features,Other_Convenience_Features,Other_Power_Features,LED_Backlit_Buttons,Other_Air_Flow_Features,Other_Dimensions
"Daikin 1.5 Ton 3 Star Split Inverter AC  - White  (MTKL50TV16V/RKL50TV16V, Copper Condenser)",https://www.flipkart.com/daikin-1-5-ton-3-star-split-inverter-ac-white/p/itm88b6087a1abc6?pid=ACNFZ2ZHTMHHYJ5C&lid=LSTACNFZ2ZHTMHHYJ5CDZJ5IC&marketplace=FLIPKART&srno=b_8_177&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFZ2ZHTMHHYJ5C.SEARCH&ssid=djty91c4000000001585503596912,51100,Daikin,1 Indoor Unit1 Outdoor UnitInter Connecting PipesRemote3 ManualsWarranty Card,Split,MTKL50TV16V/RKL50TV16V,1.5 Ton,3 Star BEE Rating,2019,White,No,5000 W,Neo Swing,No,Yes,R-32,Copper,88.5 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,42 kg,Info Not Available,Info Not Available,Yes,3.7 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1752 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Impex 1.5 Ton 3 Star Split Inverter AC  - White, Gold  (i15WE, Copper Condenser)",https://www.flipkart.com/impex-1-5-ton-3-star-split-inverter-ac-white-gold/p/itmfhhv3cy7bptxe?pid=ACNFHHV3KGRDFRNE&lid=LSTACNFHHV3KGRDFRNEFNNPUP&marketplace=FLIPKART&srno=b_8_178&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFHHV3KGRDFRNE.SEARCH&ssid=djty91c4000000001585503596912,Not Available,Impex,1 Indoor Unit1 Outdoor UnitInstallation PlateInstallation TapeRemoteUser ManualsWarranty CardConnecting Copper PipeInter Connecting Wire,Split,i15WE,1.5 Ton,3 Star BEE Rating,2018,"White, Gold",No,5190 W,Dual Rotary,Yes,Yes,R32,Copper,91 cm x 29 cm x 20 cm,9 kg,76 cm x 55 cm x 25.6 cm,28 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Rapid Cooling,Golden Fin,Blue fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1840 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,4 Way Swing,Info Not Available
"Voltas 1 Ton 3 Star Split AC  - White  (123 DZW, Copper Condenser)",https://www.flipkart.com/voltas-1-ton-3-star-split-ac-white/p/itmfed8ku7ynrnxn?pid=ACNFED8KSZT6RNRV&lid=LSTACNFED8KSZT6RNRVWR4ANZ&marketplace=FLIPKART&srno=b_8_179&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFED8KSZT6RNRV.SEARCH&ssid=djty91c4000000001585503596912,41690,Voltas,"1 Indoor Unit, 1 Outdoor Unit, Remote",Split,123 DZW,1 Ton,3 Star BEE Rating,2019,White,Info Not Available,3520 W,High EER Rotary,No,Yes,R-22,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,77.5 cm x 49 cm x 30 cm,29.5 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Anti Fungal,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Catechin Filter and Silver Ion,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1002 W,Yes,Info Not Available,800 CMH,"Swing, LCD Remote, Lock and Dual Temperature Display",Info Not Available,Info Not Available,LED Display,Info Not Available,Info Not Available,4.4 A,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 1.5 Ton 3 Star Split AC  - White  (3CNHW18RBFU, Copper Condenser)",https://www.flipkart.com/blue-star-1-5-ton-3-split-ac-white/p/itmf5s77fcptcmef?pid=ACNF5S776HZVQV5Q&lid=LSTACNF5S776HZVQV5QMWIEBE&marketplace=FLIPKART&srno=b_8_180&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF5S776HZVQV5Q.SEARCH&ssid=djty91c4000000001585503596912,54500,Blue Star,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,3CNHW18RBFU,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,4939 W,Inverter Rotary,Yes,Yes,R-410A,Copper,95.7 cm x 21.3 cm x 30.2 cm,11.5 kg,77 cm x 30 cm x 55.5 cm,28 kg,High - 41 dB,Info Not Available,Info Not Available,3.64 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1760 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Lloyd 1.5 Ton 3 Star Split Inverter AC  - White  (LS18I32AL, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-white/p/itmfdgf8vgnjsqda?pid=ACNFDGF8ZD9FBTMQ&lid=LSTACNFDGF8ZD9FBTMQAR59A2&marketplace=FLIPKART&srno=b_8_181&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFDGF8ZD9FBTMQ.SEARCH&ssid=djty91c4000000001585503596912,58990,Lloyd,1 Indoor UnitWarranty CardInter Connecting Pipe1 User Manual1 Outdoor UnitRemote,Split,LS18I32AL,1.5 Ton,3 Star BEE Rating,2019,White,No,5050 W,Rotary,Yes,Yes,R32,Copper,95 cm x 30.2 cm x 21 cm,11.3 kg,80 cm x 55 cm x 33 cm,28 Kg,Info Not Available,Info Not Available,Info Not Available,3.72 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1720 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Whirlpool 1.5 Ton 3 Star Split AC  - White Gold  (1.5T MAGICOOL DLX COPR 3S, Copper Condenser)",https://www.flipkart.com/whirlpool-1-5-ton-3-star-split-ac-white-gold/p/itmem9qrvwe24aga?pid=ACNEG776GNKFNHSD&lid=LSTACNEG776GNKFNHSDQMHLVD&marketplace=FLIPKART&srno=b_8_182&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNEG776GNKFNHSD.SEARCH&ssid=djty91c4000000001585503596912,Not Available,Whirlpool,1 Indoor UnitUser ManualDrain PipeWarranty Card1 Outdoor Unit3 m Copper Wire,Split,1.5T MAGICOOL DLX COPR 3S,1.5 Ton,3 Star BEE Rating,2017,White Gold,No,4900 W,Rotary,Yes,Yes,Info Not Available,Copper,90 cm x 28 cm x 20.2 cm,11 kg,78 cm x 53 cm x 24 cm,35 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Cooling Even at 54°C,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 100 - 240 V,1550 W,Info Not Available,Info Not Available,Info Not Available,LCD Remote Control,Info Not Available,"MPFI Technology, 6th Sense Fast Cool Technology",Info Not Available,Info Not Available,100% Copper,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"LG 1.5 Ton 3 Star Split Dual Inverter AC  - White  (KS-Q18BNXD, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-dual-inverter-ac-white/p/itmfebygxqzyfexz?pid=ACNFEBYGZZVYHZGD&lid=LSTACNFEBYGZZVYHZGDYRIJVK&marketplace=FLIPKART&srno=b_8_183&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFEBYGZZVYHZGD.SEARCH&ssid=djty91c4000000001585503596912,52713,LG,1 Indoor UnitRemote Control2 AAA BatteriesUser ManualSet Installation Plates and ScrewsWiring1 Outdoor Unit,Split,KS-Q18BNXD,1.5 Ton,3 Star BEE Rating,2019,White,No,5100 W,Rotary,No,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11 kg,87 cm x 65.5 cm x 32.2 cm,30 kg,"High - 30 dB, Low - 26 dB",Yes,No,3.68 W/W,"Himalaya Cool, Smart Diagnosis System",Gold Fin,Gold Fin,Yes,Yes,Yes,Yes,No,No,3M Micro Protection Filter,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1440 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"LG 1 Ton 3 Star Split Inverter AC  - White  (JS-Q12TWXD, Copper Condenser)",https://www.flipkart.com/lg-1-ton-3-star-split-inverter-ac-white/p/itmffqvqqemcg3qg?pid=ACNFFRPHN3E2TZPA&lid=LSTACNFFRPHN3E2TZPAW90HGA&marketplace=FLIPKART&srno=b_8_184&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFFRPHN3E2TZPA.SEARCH&ssid=djty91c4000000001585503596912,46490,LG,1 Indoor Unit 1 Outdoor Unit,Split,JS-Q12TWXD,1 Ton,3 Star BEE Rating,2018,White,Info Not Available,3500 W,Dual Rotary,Yes,Yes,R-410A,Copper,89 cm x 28 cm x 21.6 cm,10 kg,71.5 cm x 49.5 cm x 23 cm,26 kg,Info Not Available,Info Not Available,Info Not Available,3.72 W/W,Dehumidification (Dry Mode),Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1140 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Dual Cool with Dual Inverter, Ocean Black Protection, Gold Fin Condenser, Low Refrigerant Detection, Himalaya Cool Technology, Stabilizer Free Operation (145V - 290V), Cools at 52 DegreeC, Including Gas Charging",Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"MarQ by Flipkart 1.5 Ton 5 Star Split Inverter AC  - White  (FKAC155SIA, Copper Condenser)",https://www.flipkart.com/marq-flipkart-1-5-ton-5-star-split-inverter-ac-white/p/itmf6tudz2x4a4xu?pid=ACNF6TUDRHZQRWBS&lid=LSTACNF6TUDRHZQRWBSFHT1BT&marketplace=FLIPKART&srno=b_8_185&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF6TUDRHZQRWBS.SEARCH&ssid=djty91c4000000001585503596912,59000,MarQ by Flipkart,1 Indoor UnitRemote Control2 AAA BatteriesSet Installation Plates and Screws1 Outdoor UnitWiring and User Manual,Split,FKAC155SIA,1.5 Ton,5 Star BEE Rating,2018,White,Info Not Available,5200 W,Dual Inverter,Yes,Yes,R-410A,Copper,900 mm x 235 mm x 315 mm,12 kg,855 mm x 590 mm x 375 mm,37 kg,"High - 43 dB, Low - 36 dB",Info Not Available,Yes,4.65 W/W,Info Not Available,Coated Al,Bare Al,Yes,Info Not Available,No,No,No,No,Mesh Filter,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,"AC 230 V, 50 Hz",1430 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Dry Mode,DC Inverter Twin Rotary,Yes,110 -150 square feet sq ft,Info Not Available,6.2 A,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Air Throw Distance: 10 m,Info Not Available
Haier 1.5 Ton 3 Star Split Inverter AC  - White  (HSU-18NRG3),https://www.flipkart.com/haier-1-5-ton-3-star-split-inverter-ac-white/p/itmf3k2zvn3sache?pid=ACNF3K2KUKQZMKTR&lid=LSTACNF3K2KUKQZMKTRM46VDK&marketplace=FLIPKART&srno=b_8_186&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF3K2KUKQZMKTR.SEARCH&ssid=djty91c4000000001585503596912,49200,Haier,Info Not Available,Split,HSU-18NRG3,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Daikin 1 Ton 5 Star Split Inverter AC  - White  (JTKJ35TV16U/RKJ35TV16U, Copper Condenser)",https://www.flipkart.com/daikin-1-ton-5-star-split-inverter-ac-white/p/itmf4czyjfhwjx7q?pid=ACNF4CZYQM4JD5YR&lid=LSTACNF4CZYQM4JD5YRUMITRA&marketplace=FLIPKART&srno=b_8_187&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF4CZYQM4JD5YR.SEARCH&ssid=djty91c4000000001585503596912,51000,Daikin,1 Indoor UnitManualWarranty CardInter Connecting Pipe1 Outdoor UnitRemote,Split,JTKJ35TV16U/RKJ35TV16U,1 Ton,5 Star BEE Rating,2018,White,Info Not Available,3620 W,Rotary,Yes,Yes,Info Not Available,Copper,885 mm x 298 mm x 229 mm,16 Kg,765 mm x 550 mm x 285 mm,38 Kg,"High - 39 dB, Low - 26 dB",Info Not Available,Info Not Available,Info Not Available,Intelligent Eye,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",822 W,Info Not Available,Info Not Available,13 CFM,Info Not Available,Info Not Available,Streamer Discharge Technology,Info Not Available,Info Not Available,Operation Limit Cooling: 10 - 50 DegreeC,5.8 A,Info Not Available,Info Not Available,"Annual Power Consumption: 483 kWh, Voltage Range: 160 - 265 V, Cooling Capacity Rated: Half - 1810 W/6175 Btu/hr, Full - 12350 Btu/hr, Power Consumption Rated Half: 281 W",Info Not Available,Coanda Airflow,Info Not Available
"LG 1.5 Ton 3 Star Split Dual Inverter AC  - White  (LS-H18VNXD, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-dual-inverter-ac-white/p/itm9367118ae4a88?pid=ACNFJARHDZK9N55P&lid=LSTACNFJARHDZK9N55PAHXCYX&marketplace=FLIPKART&srno=b_8_188&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFJARHDZK9N55P.SEARCH&ssid=djty91c4000000001585503596912,59990,LG,"1 Indoor Unit, 1 Outdoor Unit, Installation Plate, Installation Tape, Remote, User Manual, Warranty Card, 2 Batteries, Inter Connecting Wire",Split,LS-H18VNXD,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5200 W,Dual Rotary,Yes,Yes,Info Not Available,Copper,99.8 cm x 33 cm x 21 cm,11 kg,77 cm x 54.5 cm x 28.8 cm,34.3 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 230 V,1780 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
Carrier 2 Ton Split AC  - White  (AUSTRA NEO PLUS),https://www.flipkart.com/carrier-2-ton-split-ac-white/p/itmb79c2e637d29c?pid=ACNFZHF7E5WCVWNT&lid=LSTACNFZHF7E5WCVWNTXDQGNY&marketplace=FLIPKART&srno=b_8_189&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFZHF7E5WCVWNT.SEARCH&ssid=djty91c4000000001585503596912,60400,Carrier,Info Not Available,Split,AUSTRA NEO PLUS,2 Ton,Info Not Available,Info Not Available,White,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Impex 1 Ton 3 Star Split Inverter AC  - White  (i10CE, Copper Condenser)",https://www.flipkart.com/impex-1-ton-3-star-split-inverter-ac-white/p/itmfhhv4va4pcacy?pid=ACNFHHV3Z73CPZHK&lid=LSTACNFHHV3Z73CPZHK9WQIV3&marketplace=FLIPKART&srno=b_8_190&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFHHV3Z73CPZHK.SEARCH&ssid=djty91c4000000001585503596912,Not Available,Impex,1 Indoor Unit1 Outdoor UnitInstallation PlateInstallation TapeRemoteUser ManualsWarranty CardConnecting Copper PipeInter Connecting Wire,Split,i10CE,1 Ton,3 Star BEE Rating,2018,White,No,3550 W,Rotary,Yes,Yes,R32,Copper,77 cm x 25 cm x 20 cm,8 kg,70 cm x 55 cm x 25.6 cm,25 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Rapid Cooling,Golden Fin,Blue fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1215 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,4 Way Swing,Info Not Available
"Godrej 1.5 Ton 3 Star Split Inverter AC  - White  (GIC 18YTC3-WTA, Copper Condenser)",https://www.flipkart.com/godrej-1-5-ton-3-star-split-inverter-ac-white/p/itm34f3974c40b93?pid=ACNFZ9T3STHUQV34&lid=LSTACNFZ9T3STHUQV345U2APC&marketplace=FLIPKART&srno=b_8_191&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFZ9T3STHUQV34.SEARCH&ssid=djty91c4000000001585503596912,48900,Godrej,1 Indoor Unit1 Outdoor UnitKitUser Manual2 BatteriesRemote,Split,GIC 18YTC3-WTA,1.5 Ton,3 Star BEE Rating,2020,White,Info Not Available,5150 W,Rotary Compressor,Yes,Yes,R32,Copper,91 cm x 29.4 cm x 20.6 cm,9 kg,76 cm x 55.2 cm x 25.6 cm,28 kg,"High - 45 dB, Low - 32 dB",Yes,Yes,3.53 W/W,Info Not Available,Hydrophilic Gold Fins,Anti-Corrosive Gold Fins,Info Not Available,Yes,Yes,Yes,Yes,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,"AC 230 V, 50 Hz",1128.49 W,Info Not Available,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Heavy Duty, Environment Friendly, Precise Cooling, Power Saving",8.4 A,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"IFB 1.5 Ton 3 Star Split Inverter AC  - White  (IACC18IA3T4CA / IACC18IA3T4C, Copper Condenser)",https://www.flipkart.com/ifb-1-5-ton-3-star-split-inverter-ac-white/p/itmf2h87cnsrtudh?pid=ACNF2H87GKHY5NA8&lid=LSTACNF2H87GKHY5NA83SBUMX&marketplace=FLIPKART&srno=b_8_192&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF2H87GKHY5NA8.SEARCH&ssid=djty91c4000000001585503596912,43990,IFB,1 Indoor Unit 1 Outdoor Unit,Split,IACC18IA3T4CA / IACC18IA3T4C,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5100 W,Rotary,Info Not Available,Yes,R-410A,Copper,977 mm x 276 mm x 202 mm,10 kg,863 mm x 590 mm x 361 mm,31 kg,Low - 36 dB,Info Not Available,Yes,3.53 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",Info Not Available,Info Not Available,Info Not Available,850 CMH,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Aero Dynamic Heavy Duty Compressor,Info Not Available,Anti Mildew,Info Not Available,Power Input: 1880 W,Info Not Available,Info Not Available,Info Not Available
